time,phase,angle_deg,fz
1.7303595542907715,approach,67.19999999999987,
1.7403709888458252,approach,67.59999999999988,
1.7503926753997803,approach,67.99999999999989,
1.7603442668914795,approach,68.39999999999989,
1.770380973815918,approach,68.7999999999999,
1.7803966999053955,approach,69.1999999999999,
1.7903077602386475,approach,69.59999999999991,
1.8003361225128174,approach,69.99999999999991,
1.810415506362915,approach,70.39999999999992,
1.8203587532043457,approach,70.79999999999993,
1.8303186893463135,approach,71.19999999999993,
1.840357780456543,approach,71.59999999999994,
1.850346565246582,approach,71.99999999999994,
1.8603527545928955,approach,72.39999999999995,
1.8703539371490479,approach,72.79999999999995,
1.8803579807281494,approach,73.19999999999996,
1.8903653621673584,approach,73.59999999999997,
1.9003641605377197,approach,73.99999999999997,
1.9103808403015137,approach,74.39999999999998,
1.9203734397888184,approach,74.79999999999998,
1.9303815364837646,approach,75.19999999999999,
1.9404008388519287,approach,75.6,
1.950345754623413,approach,76.0,
1.9603512287139893,approach,76.4,
1.9703125953674316,approach,76.80000000000001,
1.9803428649902344,approach,77.20000000000002,
1.9903249740600586,approach,77.60000000000002,
2.000354766845703,approach,78.00000000000003,
2.0103256702423096,approach,78.40000000000003,
2.0203306674957275,approach,78.80000000000004,
2.030395746231079,approach,79.20000000000005,
2.0403847694396973,approach,79.60000000000005,
2.0503642559051514,approach,80.00000000000006,
2.0603744983673096,approach,80.40000000000006,
2.070345640182495,approach,80.80000000000007,
2.0803470611572266,approach,81.20000000000007,
2.090329647064209,approach,81.60000000000008,
2.100389242172241,approach,82.00000000000009,
2.1103808879852295,approach,82.40000000000009,
2.1203391551971436,approach,82.8000000000001,
2.130342960357666,approach,83.2000000000001,
2.1403565406799316,approach,83.60000000000011,
2.150423049926758,approach,84.00000000000011,
2.1603310108184814,approach,84.40000000000012,
2.1703405380249023,approach,84.80000000000013,
2.1804416179656982,approach,85.20000000000013,
2.190295934677124,approach,85.60000000000014,
2.2003908157348633,approach,86.00000000000014,
2.2103474140167236,approach,86.40000000000015,
2.220357656478882,approach,86.80000000000015,
2.2303547859191895,approach,87.20000000000016,
2.240353584289551,approach,87.60000000000016,
2.250413179397583,approach,88.00000000000017,
2.260343074798584,approach,88.40000000000018,
2.270339250564575,approach,88.80000000000018,
2.2803897857666016,approach,89.20000000000019,
2.2902960777282715,approach,89.6000000000002,
2.300339698791504,approach,90.0000000000002,
2.3104240894317627,approach,90.4000000000002,
